591,1
1,1
2,1
496,1
506,1
5,1
6,1
7,1
8,1
8,1
10,1
7,1
12,1
5,1
14,1
15,1
15,1
501,1
18,1
505,1
20,1
21,1
22,1
591,1
24,1
25,1
26,1
27,1
26,1
29,1
29,1
562,1
564,1
33,1
33,1
35,1
35,1
33,0
32,1
563,1
40,1
40,1
42,1
32,0
556,1
45,1
46,1
46,1
45,0
49,1
50,1
51,1
557,1
53,1
54,1
54,1
56,1
54,1
53,1
59,1
60,1
61,1
559,1
60,1
64,1
561,1
63,1
61,1
65,1
69,1
70,1
69,1
66,0
64,1
74,1
52,1
76,1
76,1
78,1
78,1
80,1
80,1
82,1
83,1
82,1
59,1
86,1
87,1
86,1
87,1
51,1
91,1
91,1
50,1
49,1
42,1
43,1
49,1
45,1
24,1
100,1
101,1
101,1
597,1
104,1
105,1
106,1
569,1
108,1
109,1
110,1
111,1
112,1
113,1
112,1
111,1
116,1
109,1
118,1
119,1
119,1
108,0
597,1
104,1
105,1
125,1
107,1
574,1
573,1
110,1
575,1
131,0
118,1
133,1
134,1
135,1
133,1
135,1
108,1
568,1
140,1
140,0
140,1
141,1
113,1
113,1
55,1
55,1
63,0
62,1
74,1
83,1
70,1
56,1
50,1
155,1
155,1
157,1
157,1
596,1
596,1
25,1
162,1
163,1
164,1
567,1
166,1
166,1
166,0
169,1
164,1
169,1
162,1
163,1
174,1
174,1
100,1
177,1
178,1
178,1
177,1
19,1
182,1
183,1
184,1
185,1
504,1
187,1
188,1
189,1
190,1
191,1
20,1
22,1
21,1
6,1
6,1
6,1
198,1
198,1
18,0
20,0
20,0
499,1
204,1
204,1
182,1
184,1
184,1
187,0
186,1
187,1
188,1
190,1
189,1
191,1
9,1
217,1
217,1
9,1
220,1
220,1
183,1
497,1
500,1
498,1
4,1
5,0
3,1
2,1
1,1
27,1
232,1
233,1
234,1
235,1
236,1
510,1
238,1
239,1
512,1
580,1
242,1
243,1
244,1
514,1
246,0
241,1
248,1
248,1
250,1
251,1
250,1
240,1
520,1
254,1
255,0
238,0
258,1
259,1
524,1
261,1
525,1
262,1
262,1
261,1
266,1
266,1
232,1
541,1
237,1
271,1
272,1
528,1
274,1
529,1
276,1
277,1
277,1
279,1
279,1
279,1
530,1
283,0
276,0
275,1
274,0
235,1
288,1
288,1
290,1
533,1
292,1
293,1
288,1
295,1
295,1
292,1
292,1
294,1
293,1
535,1
302,1
302,1
298,1
298,1
290,1
290,1
292,0
302,0
274,1
258,1
312,1
312,1
261,0
263,0
539,1
317,1
540,1
270,0
320,1
321,1
321,1
320,1
270,0
270,1
326,1
327,1
326,1
327,1
328,1
328,1
553,1
332,1
332,1
332,1
333,0
542,1
338,1
338,1
338,0
341,1
342,1
351,1
344,1
345,1
346,1
346,1
345,1
345,1
343,1
343,1
352,1
341,1
354,1
355,1
355,1
357,1
355,1
359,1
356,1
356,1
362,1
363,1
364,1
364,1
366,1
366,1
368,1
354,1
352,1
371,1
371,1
373,1
373,1
342,1
376,1
376,1
344,0
379,1
379,1
381,1
381,1
359,1
384,1
385,1
385,1
387,1
544,1
389,1
545,1
390,1
391,0
389,1
389,0
362,1
396,1
396,1
384,1
399,1
400,1
400,1
399,1
403,1
404,1
404,1
387,1
388,1
408,1
408,1
388,1
547,1
412,0
411,1
414,1
415,1
415,1
417,1
414,1
419,1
419,1
412,0
422,1
422,1
412,1
548,1
426,1
427,1
426,1
429,1
426,0
431,1
431,1
432,1
434,1
434,1
434,1
432,1
438,1
438,1
317,1
538,1
442,1
443,1
443,1
442,1
537,1
447,1
536,1
269,1
450,1
555,1
452,0
344,1
233,1
234,1
607,1
607,1
236,1
608,1
532,1
461,0
238,1
463,1
464,1
522,1
465,1
464,1
468,1
468,1
239,1
471,1
471,1
511,1
241,0
609,1
241,0
477,1
477,1
479,1
479,1
513,1
246,0
244,1
484,1
484,1
245,1
487,1
487,1
243,1
490,1
242,1
492,1
493,1
493,1
3,1
4,1
224,0
226,0
204,0
225,0
19,1
186,1
185,1
18,1
4,0
10,1
12,1
14,1
237,1
240,1
474,0
241,1
245,1
490,1
493,1
251,1
609,1
254,1
254,1
463,1
465,1
466,0
259,1
262,1
267,1
267,1
272,1
275,1
276,1
608,1
608,1
291,1
294,1
291,1
269,1
449,0
447,0
442,0
317,0
319,0
270,1
368,1
363,1
390,1
357,1
411,1
412,1
427,1
429,1
417,1
403,1
332,1
447,1
450,1
31,1
52,1
53,0
62,1
63,1
65,1
31,1
32,1
40,0
43,1
165,1
165,1
107,1
140,0
116,1
134,1
141,1
106,1
129,0
128,0
125,1
178,1
492,1
242,0
482,0
271,1
611,1
611,1
586,1
584,0
485,1
0,1
587,1
588,1
589,1
590,1
23,1
28,1
593,1
594,1
44,1
103,1
142,1
167,1
171,1
176,1
336,1
337,1
340,1
361,1
455,1
456,1
459,1
475,1
480,1
581,1
